"Latitude (decimal degrees):	51.790",,,,,,,,Date,G_i
20160719:1456,748.64,45.69,29.08,5.92,0,,,20160719:2256,0
20160719:1556,573.44,37.05,29.49,6.37,0,,,20160719:2356,0
20160719:1656,378.4,27.86,28.95,5.86,0,,,20160720:0056,0
20160719:1756,185.58,18.63,28.4,5.34,0,,,20160720:0156,0
20160719:1856,48.19,9.72,27.86,4.83,0,,,20160720:0256,0
20160719:1956,5.26,1.48,26.6,4.65,0,,,20160720:0356,0
20160719:2056,0,0,25.33,4.48,0,,,20160720:0456,28.19
20160719:2156,0,0,24.07,4.3,0,,,20160720:0556,62
20160719:2256,0,0,23.66,4.36,0,,,20160720:0656,235.58
20160719:2356,0,0,23.26,4.42,0,,,20160720:0756,269.67
20160720:0056,0,0,22.85,4.48,0,,,20160720:0856,250.1
20160720:0156,0,0,22.67,4.85,0,,,20160720:0956,544.07
20160720:0256,0,0,22.48,5.21,0,,,20160720:1056,946.98
20160720:0356,0,0,22.3,5.57,0,,,20160720:1156,706.49
20160720:0456,28.19,5.15,21.86,5.33,0,,,20160720:1256,964.47
20160720:0556,62,13.76,21.41,5.09,0,,,20160720:1356,884.99
20160720:0656,235.58,22.87,20.97,4.84,0,,,20160720:1456,748.88
20160720:0756,269.67,32.13,21.92,5.05,0,,,20160720:1556,573.22
20160720:0856,250.1,41.13,22.88,5.26,0,,,20160720:1656,379.77
20160720:0956,544.07,49.26,23.83,5.46,0,,,20160720:1756,185.57
20160720:1056,946.98,55.58,24.76,5.63,0,,,20160720:1856,47.85
20160720:1156,706.49,58.75,25.69,5.79,0,,,20160720:1956,4.5
20160720:1256,964.47,57.73,26.62,5.96,0,,,20160720:2056,0
20160720:1356,884.99,52.88,26.4,6.25,0,,,20160720:2156,0
20160720:1456,748.88,45.55,26.18,6.55,0,,,20160720:2256,0
20160720:1556,573.22,36.92,25.95,6.84,0,,,20160720:2356,0
20160720:1656,379.77,27.73,25.03,6.41,0,,,20160721:0056,0
20160720:1756,185.57,18.5,24.1,5.99,0,,,20160721:0156,0
20160720:1856,47.85,9.59,23.17,5.56,0,,,20160721:0256,0
20160720:1956,4.5,1.34,21.68,5.19,0,,,20160721:0356,0
20160720:2056,0,0,20.19,4.82,0,,,20160721:0456,22.03
20160720:2156,0,0,18.71,4.46,0,,,20160721:0556,130.41
20160720:2256,0,0,17.75,4.22,0,,,20160721:0656,298.67
20160720:2356,0,0,16.79,3.98,0,,,20160721:0756,514.59
20160721:0056,0,0,15.82,3.74,0,,,20160721:0856,586.61
20160721:0156,0,0,15.19,3.45,0,,,20160721:0956,761.87
20160721:0256,0,0,14.55,3.16,0,,,20160721:1056,949.81
20160721:0356,0,0,13.91,2.87,0,,,20160721:1156,789.1
20160721:0456,22.03,4.99,14.16,3.07,0,,,20160721:1256,564.99
20160721:0556,130.41,13.61,14.4,3.26,0,,,20160721:1356,347.27
20160721:0656,298.67,22.72,14.65,3.46,0,,,20160721:1456,333.87
20160721:0756,514.59,31.98,16.08,3.26,0,,,20160721:1556,214.93
20160721:0856,586.61,40.97,17.52,3.05,0,,,20160721:1656,158.33
20160721:0956,761.87,49.09,18.96,2.84,0,,,20160721:1756,69.19
20160721:1056,949.81,55.4,19.8,2.71,0,,,20160721:1856,56.86
20160721:1156,789.1,58.56,20.64,2.58,0,,,20160721:1956,0
20160721:1256,564.99,57.54,21.48,2.46,0,,,20160721:2056,0
20160721:1356,347.27,52.72,21.49,2.27,0,,,20160721:2156,0
20160721:1456,333.87,45.41,21.5,2.08,0,,,20160721:2256,0
20160721:1556,214.93,36.78,21.5,1.89,0,,,20160721:2356,0
20160721:1656,158.33,27.6,21.24,1.85,0,,,20160722:0056,0
20160721:1756,69.19,18.37,20.98,1.81,0,,,20160722:0156,0
20160721:1856,56.86,9.45,20.72,1.77,0,,,20160722:0256,0
20160721:1956,0,0,19.77,1.75,0,,,20160722:0356,0
20160721:2056,0,0,18.82,1.74,0,,,20160722:0456,20.85
20160721:2156,0,0,17.87,1.72,0,,,20160722:0556,82.19
20160721:2256,0,0,17.49,1.59,0,,,20160722:0656,217.35
20160721:2356,0,0,17.11,1.45,0,,,20160722:0756,351.92
20160722:0056,0,0,16.72,1.31,0,,,20160722:0856,495.04
20160722:0156,0,0,16.05,1.24,0,,,20160722:0956,841.68
20160722:0256,0,0,15.37,1.17,0,,,20160722:1056,951.05
20160722:0356,0,0,14.7,1.1,0,,,20160722:1156,991.52
20160722:0456,20.85,4.83,14.96,1.07,0,,,20160722:1256,846.58
20160722:0556,82.19,13.45,15.22,1.03,0,,,20160722:1356,884.79
20160722:0656,217.35,22.57,15.48,0.99,0,,,20160722:1456,427.19
20160722:0756,351.92,31.83,16.59,0.78,0,,,20160722:1556,149.22
20160722:0856,495.04,40.81,17.71,0.57,0,,,20160722:1656,94.54
20160722:0956,841.68,48.92,18.83,0.36,0,,,20160722:1756,139.63
20160722:1056,951.05,55.22,19.39,0.5,0,,,20160722:1856,46.39
20160722:1156,991.52,58.36,19.95,0.64,0,,,20160722:1956,0
20160722:1256,846.58,57.36,20.51,0.79,0,,,20160722:2056,0
20160722:1356,884.79,52.55,21.1,1.07,0,,,20160722:2156,0
20160722:1456,427.19,45.25,21.7,1.36,0,,,20160722:2256,0
20160722:1556,149.22,36.64,22.29,1.64,0,,,20160722:2356,0
20160722:1656,94.54,27.46,22.08,1.71,0,,,20160723:0056,0
20160722:1756,139.63,18.23,21.87,1.77,0,,,20160723:0156,0
20160722:1856,46.39,9.3,21.66,1.83,0,,,20160723:0256,0
20160722:1956,0,0,20.78,1.78,0,,,20160723:0356,0
20160722:2056,0,0,19.9,1.72,0,,,20160723:0456,25.21
20160722:2156,0,0,19.02,1.67,0,,,20160723:0556,128.44
20160722:2256,0,0,18.24,1.58,0,,,20160723:0656,316.8
20160722:2356,0,0,17.47,1.49,0,,,20160723:0756,516.75
20160723:0056,0,0,16.69,1.41,0,,,20160723:0856,703.15
20160723:0156,0,0,15.76,1.55,0,,,20160723:0956,854.01
20160723:0256,0,0,14.82,1.69,0,,,20160723:1056,953.81
20160723:0356,0,0,13.89,1.83,0,,,20160723:1156,624.71
20160723:0456,25.21,4.66,14.35,1.73,0,,,20160723:1256,968.21
20160723:0556,128.44,13.29,14.8,1.62,0,,,20160723:1356,884.6
20160723:0656,316.8,22.41,15.26,1.52,0,,,20160723:1456,597.16
20160723:0756,516.75,31.67,16.88,1.6,0,,,20160723:1556,536.97
20160723:0856,703.15,40.65,18.51,1.69,0,,,20160723:1656,244.32
20160723:0956,854.01,48.75,20.13,1.78,0,,,20160723:1756,161.46
20160723:1056,953.81,55.02,20.97,2.16,0,,,20160723:1856,45.63
20160723:1156,624.71,58.16,21.8,2.54,0,,,20160723:1956,0
20160723:1256,968.21,57.16,22.64,2.92,0,,,20160723:2056,0
20160723:1356,884.6,52.38,23.01,3.04,0,,,20160723:2156,0
20160723:1456,597.16,45.1,23.39,3.16,0,,,20160723:2256,0
20160723:1556,536.97,36.49,23.76,3.28,0,,,20160723:2356,0
20160723:1656,244.32,27.32,23.36,3.31,0,,,20160724:0056,0
20160723:1756,161.46,18.08,22.95,3.34,0,,,20160724:0156,0
20160723:1856,45.63,9.15,22.54,3.37,0,,,20160724:0256,0
20160723:1956,0,0,21.19,2.98,0,,,20160724:0356,0
20160723:2056,0,0,19.84,2.6,0,,,20160724:0456,24.4
20160723:2156,0,0,18.5,2.22,0,,,20160724:0556,33.21
20160723:2256,0,0,17.63,2.15,0,,,20160724:0656,204.44
20160723:2356,0,0,16.76,2.08,0,,,20160724:0756,331.47
20160724:0056,0,0,15.89,2.01,0,,,20160724:0856,328.69
20160724:0156,0,0,15.26,1.92,0,,,20160724:0956,522.69
20160724:0256,0,0,14.62,1.83,0,,,20160724:1056,235.54
20160724:0356,0,0,13.99,1.74,0,,,20160724:1156,434.3
20160724:0456,24.4,4.49,14.32,2.17,0,,,20160724:1256,408.75
20160724:0556,33.21,13.13,14.64,2.59,0,,,20160724:1356,249.29
20160724:0656,204.44,22.25,14.97,3.02,0,,,20160724:1456,253.71
20160724:0756,331.47,31.51,16,3.5,0,,,20160724:1556,153.15
20160724:0856,328.69,40.48,17.04,3.99,0,,,20160724:1656,189.27
20160724:0956,522.69,48.57,18.08,4.47,0,,,20160724:1756,35.16
20160724:1056,235.54,54.83,19.02,4.85,0,,,20160724:1856,16.82
20160724:1156,434.3,57.96,19.96,5.22,0,,,20160724:1956,0
20160724:1256,408.75,56.96,20.9,5.6,0,,,20160724:2056,0
20160724:1356,249.29,52.2,20.7,5.87,0,,,20160724:2156,0
20160724:1456,253.71,44.93,20.5,6.13,0,,,20160724:2256,0
20160724:1556,153.15,36.34,20.29,6.4,0,,,20160724:2356,0
20160724:1656,189.27,27.17,19.92,6.23,0,,,20160725:0056,0
20160724:1756,35.16,17.93,19.54,6.06,0,,,20160725:0156,0
20160724:1856,16.82,8.99,19.17,5.89,0,,,20160725:0256,0
20160724:1956,0,0,18.57,5.63,0,,,20160725:0356,0
20160724:2056,0,0,17.98,5.37,0,,,20160725:0456,24.26
20160724:2156,0,0,17.38,5.1,0,,,20160725:0556,107.09
20160724:2256,0,0,16.87,5.04,0,,,20160725:0656,242.42
20160724:2356,0,0,16.37,4.97,0,,,20160725:0756,435.25
20160725:0056,0,0,15.86,4.91,0,,,20160725:0856,602.14
20160725:0156,0,0,15.46,4.8,0,,,20160725:0956,746.82
20160725:0256,0,0,15.05,4.69,0,,,20160725:1056,817.05
20160725:0356,0,0,14.64,4.58,0,,,20160725:1156,674.37
20160725:0456,24.26,4.32,14.52,4.52,0,,,20160725:1256,496.64
20160725:0556,107.09,12.96,14.4,4.46,0,,,20160725:1356,645.3
20160725:0656,242.42,22.09,14.29,4.4,0,,,20160725:1456,313.07
20160725:0756,435.25,31.34,14.88,4.48,0,,,20160725:1556,432.99
20160725:0856,602.14,40.31,15.47,4.57,0,,,20160725:1656,220.4
20160725:0956,746.82,48.39,16.06,4.65,0,,,20160725:1756,166.51
20160725:1056,817.05,54.63,16.95,4.84,0,,,20160725:1856,27.53
20160725:1156,674.37,57.75,17.83,5.03,1,,,20160725:1956,0
20160725:1256,496.64,56.76,18.72,5.21,0,,,20160725:2056,0
20160725:1356,645.3,52.01,19.07,5.31,0,,,20160725:2156,0
20160725:1456,313.07,44.76,19.42,5.4,0,,,20160725:2256,0
20160725:1556,432.99,36.18,19.76,5.49,0,,,20160725:2356,0
20160725:1656,220.4,27.01,19.45,5.31,0,,,20160726:0056,0
20160725:1756,166.51,17.77,19.14,5.14,0,,,20160726:0156,0
20160725:1856,27.53,8.83,18.83,4.97,0,,,20160726:0256,0
20160725:1956,0,0,18.03,4.29,0,,,20160726:0356,0
20160725:2056,0,0,17.24,3.62,0,,,20160726:0456,20.61
20160725:2156,0,0,16.44,2.95,0,,,20160726:0556,86.04
20160725:2256,0,0,15.76,2.86,0,,,20160726:0656,168.51
20160725:2356,0,0,15.08,2.76,0,,,20160726:0756,419.25
20160726:0056,0,0,14.39,2.66,0,,,20160726:0856,610.87
20160726:0156,0,0,13.83,2.57,0,,,20160726:0956,359.56
20160726:0256,0,0,13.27,2.49,0,,,20160726:1056,523.88
20160726:0356,0,0,12.71,2.4,0,,,20160726:1156,333.3
20160726:0456,20.61,4.14,13.05,2.71,0,,,20160726:1256,231.47
20160726:0556,86.04,12.79,13.39,3.03,0,,,20160726:1356,270.39
20160726:0656,168.51,21.92,13.74,3.34,0,,,20160726:1456,395.68
20160726:0756,419.25,31.18,14.71,3.61,0,,,20160726:1556,242.74
20160726:0856,610.87,40.14,15.69,3.88,0,,,20160726:1656,164.95
20160726:0956,359.56,48.2,16.66,4.15,0,,,20160726:1756,86.56
20160726:1056,523.88,54.43,17.36,4.54,0,,,20160726:1856,29
20160726:1156,333.3,57.53,18.07,4.93,0,,,20160726:1956,0
20160726:1256,231.47,56.55,18.77,5.32,0,,,20160726:2056,0
20160726:1356,270.39,51.81,19.21,5.13,0,,,20160726:2156,0
20160726:1456,395.68,44.58,19.65,4.94,0,,,20160726:2256,0
20160726:1556,242.74,36.01,20.09,4.74,0,,,20160726:2356,0
20160726:1656,164.95,26.85,19.71,4.79,0,,,20160727:0056,0
20160726:1756,86.56,17.61,19.32,4.83,0,,,20160727:0156,0
20160726:1856,29,8.66,18.93,4.87,0,,,20160727:0256,0
20160726:1956,0,0,18.2,4.6,0,,,20160727:0356,0
20160726:2056,0,0,17.46,4.33,0,,,20160727:0456,18.72
20160726:2156,0,0,16.73,4.06,0,,,20160727:0556,36.37
20160726:2256,0,0,16.48,4.42,0,,,20160727:0656,65.5
20160726:2356,0,0,16.23,4.79,0,,,20160727:0756,163.77
20160727:0056,0,0,15.97,5.16,0,,,20160727:0856,423.61
20160727:0156,0,0,15.92,5.39,0,,,20160727:0956,340.55
20160727:0256,0,0,15.86,5.63,0,,,20160727:1056,294.43
20160727:0356,0,0,15.8,5.86,0,,,20160727:1156,503.34
20160727:0456,18.72,3.96,15.75,5.89,0,,,20160727:1256,923.25
20160727:0556,36.37,12.62,15.69,5.92,0,,,20160727:1356,168.74
20160727:0656,65.5,21.75,15.64,5.94,0,,,20160727:1456,193.7
20160727:0756,163.77,31.01,15.89,6.01,0,,,20160727:1556,291.77
20160727:0856,423.61,39.96,16.13,6.08,0,,,20160727:1656,170.73
20160727:0956,340.55,48.01,16.38,6.15,0,,,20160727:1756,131.91
20160727:1056,294.43,54.22,17.03,5.88,0,,,20160727:1856,3.79
20160727:1156,503.34,57.31,17.67,5.6,0,,,20160727:1956,0
20160727:1256,923.25,56.33,18.32,5.32,0,,,20160727:2056,0
20160727:1356,168.74,51.62,19.34,4.94,0,,,20160727:2156,0
20160727:1456,193.7,44.4,20.36,4.55,0,,,20160727:2256,0
20160727:1556,291.77,35.84,21.37,4.17,0,,,20160727:2356,0
20160727:1656,170.73,26.68,20.98,3.97,0,,,20160728:0056,0
20160727:1756,131.91,17.44,20.58,3.77,0,,,20160728:0156,0
20160727:1856,3.79,8.48,20.18,3.57,0,,,20160728:0256,0
20160727:1956,0,0,18.88,3.21,0,,,20160728:0356,0
20160727:2056,0,0,17.57,2.85,0,,,20160728:0456,14.78
20160727:2156,0,0,16.27,2.48,0,,,20160728:0556,55.32
20160727:2256,0,0,15.5,2.38,0,,,20160728:0656,276.31
20160727:2356,0,0,14.73,2.28,0,,,20160728:0756,476.49
20160728:0056,0,0,13.96,2.18,0,,,20160728:0856,483.73
20160728:0156,0,0,13.26,2.13,0,,,20160728:0956,422.92
20160728:0256,0,0,12.55,2.09,0,,,20160728:1056,359.2
20160728:0356,0,0,11.84,2.04,0,,,20160728:1156,210.2
20160728:0456,14.78,3.78,12.07,2.16,0,,,20160728:1256,598.28
20160728:0556,55.32,12.44,12.3,2.28,0,,,20160728:1356,215.16
20160728:0656,276.31,21.58,12.53,2.4,0,,,20160728:1456,436.71
20160728:0756,476.49,30.84,13.9,2.7,0,,,20160728:1556,186.88
20160728:0856,483.73,39.78,15.26,3.01,1,,,20160728:1656,294.68
20160728:0956,422.92,47.82,16.63,3.31,0,,,20160728:1756,134.51
20160728:1056,359.2,54,17.12,3.99,0,,,20160728:1856,46.15
20160728:1156,210.2,57.08,17.6,4.67,0,,,20160728:1956,0
20160728:1256,598.28,56.11,18.09,5.35,1,,,20160728:2056,0
20160728:1356,215.16,51.41,18.09,5.57,0,,,20160728:2156,0
20160728:1456,436.71,44.21,18.1,5.78,1,,,20160728:2256,0
20160728:1556,186.88,35.66,18.1,6,0,,,20160728:2356,0
20160728:1656,294.68,26.51,17.92,5.8,0,,,20160729:0056,0
20160728:1756,134.51,17.26,17.73,5.6,0,,,20160729:0156,0
20160728:1856,46.15,8.3,17.54,5.39,0,,,20160729:0256,0
20160728:1956,0,0,17.08,5.07,0,,,20160729:0356,0
20160728:2056,0,0,16.62,4.74,0,,,20160729:0456,1.61
20160728:2156,0,0,16.16,4.41,0,,,20160729:0556,64.82
20160728:2256,0,0,15.84,4.31,0,,,20160729:0656,108.96
20160728:2356,0,0,15.52,4.2,0,,,20160729:0756,196.74
20160729:0056,0,0,15.2,4.1,0,,,20160729:0856,248.8
20160729:0156,0,0,15.09,3.99,0,,,20160729:0956,453.82
20160729:0256,0,0,14.97,3.89,0,,,20160729:1056,445.3
20160729:0356,0,0,14.86,3.78,0,,,20160729:1156,295.04
20160729:0456,1.61,3.59,15,4.04,0,,,20160729:1256,654.92
20160729:0556,64.82,12.27,15.13,4.29,0,,,20160729:1356,562.2
20160729:0656,108.96,21.41,15.27,4.55,0,,,20160729:1456,650.07
20160729:0756,196.74,30.66,15.79,4.94,0,,,20160729:1556,359.51
20160729:0856,248.8,39.6,16.31,5.32,0,,,20160729:1656,238.85
20160729:0956,453.82,47.62,16.83,5.71,0,,,20160729:1756,64.29
20160729:1056,445.3,53.79,17.29,5.74,0,,,20160729:1856,30.8
20160729:1156,295.04,56.85,17.76,5.77,0,,,20160729:1956,0
20160729:1256,654.92,55.88,18.22,5.79,0,,,20160729:2056,0
20160729:1356,562.2,51.2,18.67,5.63,0,,,20160729:2156,0
20160729:1456,650.07,44.02,19.12,5.47,0,,,20160729:2256,0
20160729:1556,359.51,35.48,19.56,5.31,0,,,20160729:2356,0
20160729:1656,238.85,26.33,19.23,4.98,0,,,20160730:0056,0
20160729:1756,64.29,17.08,18.89,4.65,0,,,20160730:0156,0
20160729:1856,30.8,8.11,18.56,4.32,0,,,20160730:0256,0
20160729:1956,0,0,17.73,3.67,0,,,20160730:0356,0
20160729:2056,0,0,16.89,3.03,0,,,20160730:0456,12.84
20160729:2156,0,0,16.06,2.39,0,,,20160730:0556,31.27
20160729:2256,0,0,15.47,2.4,0,,,20160730:0656,115.53
20160729:2356,0,0,14.88,2.4,0,,,20160730:0756,152.97
20160730:0056,0,0,14.28,2.41,0,,,20160730:0856,248.42
20160730:0156,0,0,13.81,2.29,0,,,20160730:0956,567.88
20160730:0256,0,0,13.33,2.16,0,,,20160730:1056,809.82
20160730:0356,0,0,12.86,2.03,0,,,20160730:1156,747.22
20160730:0456,12.84,3.4,12.95,2.44,0,,,20160730:1256,342.68
20160730:0556,31.27,12.09,13.04,2.86,0,,,20160730:1356,494.4
20160730:0656,115.53,21.23,13.14,3.27,0,,,20160730:1456,582.91
20160730:0756,152.97,30.48,14.5,3.19,0,,,20160730:1556,451.9
20160730:0856,248.42,39.41,15.87,3.1,0,,,20160730:1656,323.23
20160730:0956,567.88,47.42,17.23,3.02,0,,,20160730:1756,70.95
20160730:1056,809.82,53.57,18.07,3.07,0,,,20160730:1856,40.84
20160730:1156,747.22,56.61,18.9,3.11,0,,,20160730:1956,0
20160730:1256,342.68,55.65,19.74,3.16,0,,,20160730:2056,0
20160730:1356,494.4,50.98,19.84,3.29,0,,,20160730:2156,0
20160730:1456,582.91,43.82,19.94,3.43,0,,,20160730:2256,0
20160730:1556,451.9,35.29,20.03,3.56,0,,,20160730:2356,0
20160730:1656,323.23,26.15,19.74,3.37,0,,,20160731:0056,0
20160730:1756,70.95,16.9,19.45,3.19,0,,,20160731:0156,0
20160730:1856,40.84,7.92,19.16,3.01,0,,,20160731:0256,0
20160730:1956,0,0,18.06,2.69,0,,,20160731:0356,0
20160730:2056,0,0,16.97,2.38,0,,,20160731:0456,13.22
20160730:2156,0,0,15.87,2.07,0,,,20160731:0556,115.27
20160730:2256,0,0,15.27,2.06,0,,,20160731:0656,306.19
20160730:2356,0,0,14.67,2.05,0,,,20160731:0756,505.43
20160731:0056,0,0,14.07,2.04,0,,,20160731:0856,358.98
20160731:0156,0,0,13.53,2.06,0,,,20160731:0956,470.88
20160731:0256,0,0,12.98,2.08,0,,,20160731:1056,729.85
20160731:0356,0,0,12.44,2.1,0,,,20160731:1156,193.94
20160731:0456,13.22,3.21,12.46,2.43,0,,,20160731:1256,617.98
20160731:0556,115.27,11.9,12.47,2.76,0,,,20160731:1356,475.54
20160731:0656,306.19,21.05,12.49,3.09,0,,,20160731:1456,435.82
20160731:0756,505.43,30.31,13.95,3.31,0,,,20160731:1556,558.56
20160731:0856,358.98,39.23,15.41,3.52,0,,,20160731:1656,262.64
20160731:0956,470.88,47.21,16.87,3.74,0,,,20160731:1756,81.66
20160731:1056,729.85,53.34,17.46,4.03,0,,,20160731:1856,35.87
20160731:1156,193.94,56.37,18.05,4.32,0,,,20160731:1956,0
20160731:1256,617.98,55.41,18.64,4.61,0,,,20160731:2056,0
20160731:1356,475.54,50.76,18.78,4.77,0,,,20160731:2156,0
20160731:1456,435.82,43.61,18.93,4.94,0,,,20160731:2256,0
20160731:1556,558.56,35.09,19.07,5.1,0,,,20160731:2356,0
20160731:1656,262.64,25.95,18.73,4.74,0,,,20160801:0056,0
20160731:1756,81.66,16.7,18.38,4.38,0,,,20160801:0156,0
20160731:1856,35.87,7.72,18.04,4.01,0,,,20160801:0256,0
20160731:1956,0,0,17.01,3.47,0,,,20160801:0356,0
20160731:2056,0,0,15.97,2.92,0,,,20160801:0456,1.37
20160731:2156,0,0,14.94,2.37,0,,,20160801:0556,44.46
20160731:2256,0,0,14.44,2.49,0,,,20160801:0656,76.09
20160731:2356,0,0,13.94,2.6,0,,,20160801:0756,164.11
20160801:0056,0,0,13.43,2.72,0,,,20160801:0856,224.96
20160801:0156,0,0,12.56,2.46,0,,,20160801:0956,304.56
20160801:0256,0,0,11.69,2.19,0,,,20160801:1056,260.56
20160801:0356,0,0,10.82,1.93,0,,,20160801:1156,285.27
20160801:0456,1.37,3.02,11.14,2.37,0,,,20160801:1256,302.47
20160801:0556,44.46,11.72,11.46,2.81,0,,,20160801:1356,238.18
20160801:0656,76.09,20.87,11.78,3.26,0,,,20160801:1456,208.23
20160801:0756,164.11,30.12,13.09,3.49,0,,,20160801:1556,169.28
20160801:0856,224.96,39.04,14.4,3.73,0,,,20160801:1656,79.34
20160801:0956,304.56,47.01,15.7,3.97,0,,,20160801:1756,18.94
20160801:1056,260.56,53.11,15.97,4.42,0,,,20160801:1856,17.53
20160801:1156,285.27,56.13,16.23,4.86,0,,,20160801:1956,0
20160801:1256,302.47,55.16,16.5,5.31,0,,,20160801:2056,0
20160801:1356,238.18,50.53,15.82,5.24,0,,,20160801:2156,0
20160801:1456,208.23,43.4,15.14,5.17,0,,,20160801:2256,0
20160801:1556,169.28,34.89,14.47,5.1,0,,,20160801:2356,0
20160801:1656,79.34,25.76,13.88,5.15,0,,,20160802:0056,0
20160801:1756,18.94,16.51,13.29,5.2,0,,,20160802:0156,0
20160801:1856,17.53,7.52,12.7,5.26,0,,,20160802:0256,0
20160801:1956,0,0,12.62,5.52,0,,,20160802:0356,0
20160801:2056,0,0,12.53,5.78,0,,,20160802:0456,8.96
20160801:2156,0,0,12.45,6.04,0,,,20160802:0556,23.36
20160801:2256,0,0,13.08,5.57,0,,,20160802:0656,59.48
20160801:2356,0,0,13.72,5.09,0,,,20160802:0756,165.53
20160802:0056,0,0,14.35,4.62,0,,,20160802:0856,209.65
20160802:0156,0,0,14.68,4.61,0,,,20160802:0956,216.9
20160802:0256,0,0,15,4.6,0,,,20160802:1056,286.63
20160802:0356,0,0,15.33,4.59,0,,,20160802:1156,343.32
20160802:0456,8.96,2.82,15.53,4.48,0,,,20160802:1256,360.75
20160802:0556,23.36,11.53,15.73,4.37,0,,,20160802:1356,260.63
20160802:0656,59.48,20.69,15.93,4.26,0,,,20160802:1456,294
20160802:0756,165.53,29.94,16.25,4.36,0,,,20160802:1556,278.47
20160802:0856,209.65,38.84,16.57,4.46,0,,,20160802:1656,94.3
20160802:0956,216.9,46.8,16.88,4.55,0,,,20160802:1756,29.47
20160802:1056,286.63,52.88,17.28,5.23,0,,,20160802:1856,41.22
20160802:1156,343.32,55.88,17.68,5.91,0,,,20160802:1956,0
20160802:1256,360.75,54.91,18.08,6.59,0,,,20160802:2056,0
20160802:1356,260.63,50.29,18.45,6.8,0,,,20160802:2156,0
20160802:1456,294,43.18,18.82,7.01,0,,,20160802:2256,0
20160802:1556,278.47,34.69,19.19,7.21,0,,,20160802:2356,0
20160802:1656,94.3,25.56,19.09,6.86,0,,,20160803:0056,0
20160802:1756,29.47,16.3,19,6.51,0,,,20160803:0156,0
20160802:1856,41.22,7.31,18.9,6.15,0,,,20160803:0256,0
20160802:1956,0,0,18.44,6.11,0,,,20160803:0356,0
20160802:2056,0,0,17.99,6.08,0,,,20160803:0456,12.41
20160802:2156,0,0,17.53,6.04,0,,,20160803:0556,86
20160802:2256,0,0,17.5,6.19,0,,,20160803:0656,165.45
20160802:2356,0,0,17.48,6.34,0,,,20160803:0756,388.24
20160803:0056,0,0,17.45,6.5,0,,,20160803:0856,505.4
20160803:0156,0,0,17.32,6.74,0,,,20160803:0956,669.74
20160803:0256,0,0,17.19,6.99,0,,,20160803:1056,385.67
20160803:0356,0,0,17.06,7.24,0,,,20160803:1156,933.23
20160803:0456,12.41,2.62,16.75,7.13,0,,,20160803:1256,764.36
20160803:0556,86,11.34,16.45,7.01,0,,,20160803:1356,237.87
20160803:0656,165.45,20.51,16.15,6.9,0,,,20160803:1456,451.66
20160803:0756,388.24,29.75,16.54,7.18,0,,,20160803:1556,288.17
20160803:0856,505.4,38.65,16.93,7.46,0,,,20160803:1656,329.37
20160803:0956,669.74,46.58,17.32,7.74,0,,,20160803:1756,141.86
20160803:1056,385.67,52.64,17.87,8.12,0,,,20160803:1856,41.7
20160803:1156,933.23,55.62,18.43,8.51,0,,,20160803:1956,0
20160803:1256,764.36,54.66,18.98,8.9,0,,,20160803:2056,0
20160803:1356,237.87,50.05,19.45,9.15,0,,,20160803:2156,0
20160803:1456,451.66,42.96,19.93,9.4,0,,,20160803:2256,0
20160803:1556,288.17,34.47,20.41,9.66,0,,,20160803:2356,0
20160803:1656,329.37,25.35,19.63,9.5,0,,,20160804:0056,0
20160803:1756,141.86,16.1,18.85,9.34,0,,,20160804:0156,0
20160803:1856,41.7,7.1,18.07,9.19,0,,,20160804:0256,0
20160803:1956,0,0,17.1,8.87,0,,,20160804:0356,0
20160803:2056,0,0,16.13,8.55,0,,,20160804:0456,12.03
20160803:2156,0,0,15.16,8.23,0,,,20160804:0556,70.62
20160803:2256,0,0,15.07,8.13,0,,,20160804:0656,167.61
20160803:2356,0,0,14.99,8.02,0,,,20160804:0756,286.89
20160804:0056,0,0,14.9,7.92,0,,,20160804:0856,304.29
20160804:0156,0,0,14.83,7.73,0,,,20160804:0956,290.35
20160804:0256,0,0,14.76,7.55,0,,,20160804:1056,250.74
20160804:0356,0,0,14.7,7.37,0,,,20160804:1156,282.7
20160804:0456,12.03,2.42,14.67,7.35,0,,,20160804:1256,734.8
20160804:0556,70.62,11.15,14.65,7.34,0,,,20160804:1356,471.15
20160804:0656,167.61,20.32,14.62,7.32,0,,,20160804:1456,369.02
20160804:0756,286.89,29.56,15.16,7.31,0,,,20160804:1556,178.48
20160804:0856,304.29,38.45,15.71,7.3,0,,,20160804:1656,222.01
20160804:0956,290.35,46.36,16.25,7.28,0,,,20160804:1756,78.15
20160804:1056,250.74,52.4,16.94,7.23,0,,,20160804:1856,39.42
20160804:1156,282.7,55.36,17.64,7.17,0,,,20160804:1956,0
20160804:1256,734.8,54.4,18.33,7.12,0,,,20160804:2056,0
20160804:1356,471.15,49.81,18.56,7.07,0,,,20160804:2156,0
20160804:1456,369.02,42.73,18.8,7.02,0,,,20160804:2256,0
20160804:1556,178.48,34.26,19.04,6.97,0,,,20160804:2356,0
