"Latitude (decimal degrees):	51.790",,,,,,,,Date,G_i (kW/m),Electric car demand (kWh),Electric bus demand (kWh)
20130314:2156,0,0,0.98,4.23,0,,,,,,
20130314:2256,0,0,1.23,4.3,0,,,,,,
20130314:2356,0,0,1.48,4.37,0,,,,,,
20130315:0056,0,0,1.73,4.44,0,,,,,,
20130315:0156,0,0,1.67,4.67,0,,,,,,
20130315:0256,0,0,1.62,4.9,0,,,,,,
20130315:0356,0,0,1.57,5.13,0,,,,,,
20130315:0456,0,0,1.77,5.03,0,,,,,,
20130315:0556,0,0,1.98,4.94,0,,,,,,
20130315:0656,4.56,4.59,2.18,4.84,0,,,,,,
20130315:0756,113.38,13.52,2.68,5.66,0,,,,,,
20130315:0856,361.7,21.69,3.19,6.47,0,,,,,,
20130315:0956,323.02,28.57,3.69,7.28,0,,,,,,
20130315:1056,297.18,33.52,4.42,7.34,0,,,,,,
20130315:1156,251.17,35.92,5.15,7.39,0,,,,,,
20130315:1256,220.07,35.39,5.88,7.45,0,,,,,,
20130315:1356,329.66,32.01,5.77,7.76,0,,,,,,
20130315:1456,50.94,26.29,5.66,8.06,0,,,,,,
20130315:1556,62.44,18.89,5.55,8.37,0,,,,,,
20130315:1656,38.85,10.39,5.41,7.6,0,,,,,,
20130315:1756,5.92,1.3,5.27,6.83,0,,,,,,
20130315:1856,0,0,5.13,6.06,0,,,,,,
20130315:1956,0,0,5.06,5.72,0,,,,,,
20130315:2056,0,0,4.98,5.38,0,,,,,,
20130315:2156,0,0,4.91,5.05,0,,,,,,
20130315:2256,0,0,5.16,6.18,0,,,,,,
20130315:2356,0,0,5.41,7.31,0,,,,,,
20130316:0056,0,0,5.66,8.44,0,,,,,,
20130316:0156,0,0,5.44,8.57,0,,,,,,
20130316:0256,0,0,5.21,8.71,0,,,,,,
20130316:0356,0,0,4.98,8.84,0,,,,,,
20130316:0456,0,0,4.82,8.66,0,,,,,,
20130316:0556,0,0,4.67,8.48,0,,,,,,
20130316:0656,20.21,4.95,4.51,8.3,0,,,,,,
20130316:0756,7.77,13.89,4.42,7.29,0,,,,,,
20130316:0856,108.52,22.07,4.34,6.27,0,,,,,,
20130316:0956,202.53,28.96,4.25,5.26,0,,,,,,
20130316:1056,245.04,33.93,4.67,5.03,0,,,,,,
20130316:1156,399.42,36.32,5.1,4.81,0,,,,,,
20130316:1256,670.26,35.77,5.52,4.59,0,,,,,,
20130316:1356,416.52,32.37,5.75,5.24,0,,,,,,
20130316:1456,196.37,26.62,5.98,5.88,0,,,,,,
20130316:1556,78.08,19.18,6.21,6.52,0,,,,,,
20130316:1656,5.34,10.66,5.72,6.53,0,,,,,,
20130316:1756,0.78,1.57,5.22,6.53,0,,,,,,
20130316:1856,0,0,4.73,6.54,0,,,,,,
20130316:1956,0,0,4.34,5.91,0,,,,,,
20130316:2056,0,0,3.94,5.29,0,,,,,,
20130316:2156,0,0,3.55,4.66,0,,,,,,
20130316:2256,0,0,3.48,4.78,0,,,,,,
20130316:2356,0,0,3.41,4.9,0,,,,,,
20130317:0056,0,0,3.35,5.02,0,,,,,,
20130317:0156,0,0,2.3,4.14,0,,,,,,
20130317:0256,0,0,1.25,3.26,0,,,,,,
20130317:0356,0,0,0.21,2.39,0,,,,,,
20130317:0456,0,0,0.02,2.07,0,,,,,,
20130317:0556,0,0,-0.18,1.76,0,,,,,,
20130317:0656,25.28,5.31,-0.37,1.45,0,,,,,,
20130317:0756,8.06,14.25,0.58,1.49,0,,,,,,
20130317:0856,108.87,22.45,1.52,1.52,0,,,,,,
20130317:0956,83.37,29.35,2.47,1.56,0,,,,,,
20130317:1056,109.69,34.33,3.14,1.98,0,,,,,,
20130317:1156,154.7,36.72,3.81,2.4,0,,,,,,
20130317:1256,194.9,36.16,4.48,2.83,0,,,,,,
20130317:1356,149.75,32.72,4.81,2.65,0,,,,,,
20130317:1456,230.63,26.94,5.15,2.48,0,,,,,,
20130317:1556,113.72,19.47,5.48,2.3,0,,,,,,
20130317:1656,135.82,10.94,4.79,2.07,0,,,,,,
20130317:1756,10.15,1.83,4.1,1.84,0,,,,,,
20130317:1856,0,0,3.41,1.61,0,,,,,,
20130317:1956,0,0,2.38,1.56,0,,,,,,
20130317:2056,0,0,1.35,1.51,0,,,,,,
20130317:2156,0,0,0.32,1.46,0,,,,,,
20130317:2256,0,0,-0.24,1.63,0,,,,,,
20130317:2356,0,0,-0.81,1.79,0,,,,,,
20130318:0056,0,0,-1.38,1.96,0,,,,,,
20130318:0156,0,0,-1.68,2,0,,,,,,
20130318:0256,0,0,-1.99,2.05,0,,,,,,
20130318:0356,0,0,-2.29,2.1,0,,,,,,
20130318:0456,0,0,-2.27,2.04,0,,,,,,
20130318:0556,0,0,-2.24,1.98,0,,,,,,
20130318:0656,87.55,5.67,-2.22,1.92,0,,,,,,
20130318:0756,168.61,14.62,-0.72,1.71,0,,,,,,
20130318:0856,108.78,22.83,0.77,1.49,0,,,,,,
20130318:0956,88.47,29.75,2.27,1.28,0,,,,,,
20130318:1056,216,34.73,3.34,1.48,0,,,,,,
20130318:1156,385.79,37.12,4.42,1.68,0,,,,,,
20130318:1256,489.07,36.54,5.49,1.88,0,,,,,,
20130318:1356,387.37,33.07,5.53,2.11,0,,,,,,
20130318:1456,248.77,27.26,5.57,2.35,0,,,,,,
20130318:1556,80.99,19.77,5.61,2.59,0,,,,,,
20130318:1656,110.26,11.21,5.05,2.34,0,,,,,,
20130318:1756,1.07,2.1,4.49,2.09,0,,,,,,
20130318:1856,0,0,3.93,1.83,0,,,,,,
20130318:1956,0,0,3.29,1.67,0,,,,,,
20130318:2056,0,0,2.65,1.51,0,,,,,,
20130318:2156,0,0,2.01,1.35,0,,,,,,
20130318:2256,0,0,1.57,1.43,0,,,,,,
20130318:2356,0,0,1.13,1.51,0,,,,,,
20130319:0056,0,0,0.69,1.59,0,,,,,,
20130319:0156,0,0,0.82,1.53,0,,,,,,
20130319:0256,0,0,0.95,1.47,0,,,,,,
20130319:0356,0,0,1.09,1.41,0,,,,,,
20130319:0456,0,0,0.97,1.43,0,,,,,,
20130319:0556,0,0,0.84,1.45,0,,,,,,
20130319:0656,112.98,6.03,0.72,1.48,0,,,,,,
20130319:0756,138.58,14.98,1.45,1.73,0,,,,,,
20130319:0856,150.23,23.2,2.17,1.99,0,,,,,,
20130319:0956,141.79,30.14,2.9,2.25,0,,,,,,
20130319:1056,184.98,35.13,3.49,2.07,0,,,,,,
20130319:1156,206.48,37.52,4.07,1.89,0,,,,,,
20130319:1256,402.36,36.92,4.66,1.71,0,,,,,,
20130319:1356,263.54,33.42,4.79,1.94,0,,,,,,
20130319:1456,600.54,27.58,4.93,2.16,0,,,,,,
20130319:1556,257.07,20.06,5.06,2.39,0,,,,,,
20130319:1656,51.19,11.49,4.51,2.28,0,,,,,,
20130319:1756,15.84,2.36,3.96,2.17,0,,,,,,
20130319:1856,0,0,3.41,2.06,0,,,,,,
20130319:1956,0,0,2.77,2.29,0,,,,,,
20130319:2056,0,0,2.14,2.51,0,,,,,,
20130319:2156,0,0,1.5,2.74,0,,,,,,
20130319:2256,0,0,1.31,2.7,0,,,,,,
20130319:2356,0,0,1.11,2.66,0,,,,,,
20130320:0056,0,0,0.92,2.62,0,,,,,,
20130320:0156,0,0,0.64,2.55,0,,,,,,
20130320:0256,0,0,0.37,2.48,0,,,,,,
20130320:0356,0,0,0.1,2.41,0,,,,,,
20130320:0456,0,0,0.18,2.33,0,,,,,,
20130320:0556,0,0,0.25,2.25,0,,,,,,
20130320:0656,108.64,6.39,0.33,2.17,0,,,,,,
20130320:0756,86.9,15.35,0.89,3.11,0,,,,,,
20130320:0856,95.76,23.58,1.44,4.05,0,,,,,,
20130320:0956,114.11,30.53,2,4.99,0,,,,,,
20130320:1056,114.69,35.53,2.74,4.37,0,,,,,,
20130320:1156,178.79,37.92,3.48,3.74,0,,,,,,
20130320:1256,183.11,37.3,4.22,3.12,0,,,,,,
20130320:1356,144.07,33.77,4.49,3.01,0,,,,,,
20130320:1456,100.32,27.9,4.76,2.9,0,,,,,,
20130320:1556,81.96,20.35,5.02,2.79,0,,,,,,
20130320:1656,6.07,11.76,4.43,2.83,0,,,,,,
20130320:1756,9.22,2.63,3.85,2.88,0,,,,,,
20130320:1856,0,0,3.26,2.92,0,,,,,,
20130320:1956,0,0,2.65,2.98,0,,,,,,
20130320:2056,0,0,2.04,3.03,0,,,,,,
20130320:2156,0,0,1.43,3.09,0,,,,,,
20130320:2256,0,0,1.33,2.69,0,,,,,,
20130320:2356,0,0,1.22,2.28,0,,,,,,
20130321:0056,0,0,1.12,1.88,0,,,,,,
20130321:0156,0,0,0.82,2.15,0,,,,,,
20130321:0256,0,0,0.52,2.42,0,,,,,,
20130321:0356,0,0,0.22,2.69,0,,,,,,
20130321:0456,0,0,0,2.89,0,,,,,,
20130321:0556,0,0,-0.22,3.09,0,,,,,,
20130321:0656,3.45,6.75,-0.44,3.28,0,,,,,,
20130321:0756,70.88,15.72,0.23,3.89,0,,,,,,
20130321:0856,389.85,23.96,0.91,4.49,0,,,,,,
20130321:0956,308.13,30.92,1.58,5.09,0,,,,,,
20130321:1056,290.15,35.93,2.39,5.34,0,,,,,,
20130321:1156,236.47,38.32,3.19,5.6,0,,,,,,
20130321:1256,175,37.68,4,5.85,0,,,,,,
20130321:1356,91.19,34.12,4.46,6.19,0,,,,,,
20130321:1456,113.19,28.21,4.92,6.54,0,,,,,,
20130321:1556,83.57,20.64,5.37,6.88,0,,,,,,
20130321:1656,30.4,12.03,4.91,6.83,0,,,,,,
20130321:1756,12.84,2.89,4.45,6.78,0,,,,,,
20130321:1856,0,0,3.99,6.73,0,,,,,,
20130321:1956,0,0,3.57,6.88,0,,,,,,
20130321:2056,0,0,3.14,7.03,0,,,,,,
20130321:2156,0,0,2.72,7.19,0,,,,,,
20130321:2256,0,0,2.73,7.14,0,,,,,,
20130321:2356,0,0,2.74,7.1,0,,,,,,
20130322:0056,0,0,2.76,7.06,0,,,,,,
20130322:0156,0,0,2.34,7.05,0,,,,,,
20130322:0256,0,0,1.92,7.03,0,,,,,,
20130322:0356,0,0,1.5,7.02,0,,,,,,
20130322:0456,0,0,1.41,7.06,0,,,,,,
20130322:0556,0,0,1.33,7.09,0,,,,,,
20130322:0656,6.26,7.11,1.24,7.13,0,,,,,,
20130322:0756,110.6,16.09,1.27,7.37,0,,,,,,
20130322:0856,115.95,24.34,1.31,7.6,0,,,,,,
20130322:0956,341.8,31.32,1.34,7.83,0,,,,,,
20130322:1056,356.04,36.34,1.81,8.12,0,,,,,,
20130322:1156,710.54,38.72,2.28,8.4,0,,,,,,
20130322:1256,213.55,38.06,2.75,8.69,0,,,,,,
20130322:1356,186.32,34.47,3.32,8.32,0,,,,,,
20130322:1456,56.38,28.53,3.9,7.95,0,,,,,,
20130322:1556,105.39,20.93,4.47,7.59,0,,,,,,
20130322:1656,6.36,12.3,3.95,7.43,0,,,,,,
20130322:1756,11.62,3.15,3.43,7.28,0,,,,,,
20130322:1856,0,0,2.91,7.13,0,,,,,,
20130322:1956,0,0,2.79,7.08,0,,,,,,
20130322:2056,0,0,2.68,7.02,0,,,,,,
20130322:2156,0,0,2.56,6.97,0,,,,,,
20130322:2256,0,0,2.64,6.88,0,,,,,,
20130322:2356,0,0,2.72,6.8,0,,,,,,
20130323:0056,0,0,2.81,6.72,0,,,,,,
20130323:0156,0,0,2.01,6.4,0,,,,,,
20130323:0256,0,0,1.21,6.09,0,,,,,,
20130323:0356,0,0,0.41,5.78,0,,,,,,
20130323:0456,0,0,0.32,5.87,0,,,,,,
20130323:0556,0,0,0.24,5.95,0,,,,,,
20130323:0656,51.41,7.46,0.15,6.04,0,,,,,,
20130323:0756,138.2,16.45,0.14,6.18,0,,,,,,
20130323:0856,92.84,24.72,0.12,6.33,0,,,,,,
20130323:0956,174.54,31.71,0.11,6.47,0,,,,,,
20130323:1056,130.23,36.74,0.14,6.48,0,,,,,,
20130323:1156,193.66,39.12,0.17,6.49,0,,,,,,
20130323:1256,135.04,38.44,0.2,6.5,0,,,,,,
20130323:1356,111.63,34.82,0.6,6.42,0,,,,,,
20130323:1456,124.16,28.84,1,6.34,0,,,,,,
20130323:1556,62.64,21.22,1.39,6.26,0,,,,,,
20130323:1656,9.95,12.57,1.05,6.09,0,,,,,,
20130323:1756,1.7,3.42,0.7,5.92,0,,,,,,
20130323:1856,0,0,0.36,5.75,0,,,,,,
20130323:1956,0,0,0.2,5.7,0,,,,,,
20130323:2056,0,0,0.05,5.65,0,,,,,,
20130323:2156,0,0,-0.11,5.6,0,,,,,,
20130323:2256,0,0,-0.01,5.65,0,,,,,,
20130323:2356,0,0,0.09,5.69,0,,,,,,
20130324:0056,0,0,0.19,5.74,0,,,,,,
20130324:0156,0,0,-0.33,5.76,0,,,,,,
20130324:0256,0,0,-0.85,5.77,0,,,,,,
20130324:0356,0,0,-1.36,5.79,0,,,,,,
20130324:0456,0,0,-1.5,5.92,0,,,,,,
20130324:0556,0,0,-1.63,6.04,0,,,,,,
20130324:0656,3.93,7.82,-1.77,6.17,0,,,,,,
20130324:0756,65.99,16.82,-1.64,6.28,0,,,,,,
20130324:0856,136.2,25.1,-1.52,6.39,0,,,,,,
20130324:0956,121.25,32.1,-1.39,6.5,0,,,,,,
20130324:1056,136.83,37.14,-1.18,6.66,0,,,,,,
20130324:1156,159.27,39.52,-0.97,6.83,0,,,,,,
20130324:1256,129.6,38.82,-0.76,6.99,0,,,,,,
20130324:1356,169.32,35.17,-0.35,6.95,0,,,,,,
20130324:1456,125.13,29.16,0.06,6.91,0,,,,,,
20130324:1556,88.13,21.5,0.47,6.87,0,,,,,,
20130324:1656,9.52,12.84,0.17,6.33,0,,,,,,
20130324:1756,2.52,3.68,-0.14,5.78,0,,,,,,
20130324:1856,0,0,-0.44,5.24,0,,,,,,
20130324:1956,0,0,-0.59,5.13,0,,,,,,
20130324:2056,0,0,-0.75,5.02,0,,,,,,
20130324:2156,0,0,-0.9,4.91,0,,,,,,
20130324:2256,0,0,-0.73,5.32,0,,,,,,
20130324:2356,0,0,-0.56,5.73,0,,,,,,
20130325:0056,0,0,-0.4,6.14,0,,,,,,
20130325:0156,0,0,-0.99,6.12,0,,,,,,
20130325:0256,0,0,-1.58,6.11,0,,,,,,
20130325:0356,0,0,-2.17,6.1,0,,,,,,
20130325:0456,0,0,-2.35,6.02,0,,,,,,
20130325:0556,0,0,-2.54,5.95,0,,,,,,
20130325:0656,35.4,8.18,-2.72,5.88,0,,,,,,
20130325:0756,106.02,17.18,-2.16,6.46,0,,,,,,
20130325:0856,174.11,25.48,-1.6,7.04,0,,,,,,
20130325:0956,192.54,32.49,-1.04,7.63,0,,,,,,
20130325:1056,194.49,37.54,-0.54,7.48,0,,,,,,
20130325:1156,191.78,39.92,-0.03,7.33,0,,,,,,
20130325:1256,229.7,39.19,0.47,7.19,0,,,,,,
20130325:1356,185.1,35.51,0.79,7.3,0,,,,,,
20130325:1456,154.57,29.47,1.12,7.41,0,,,,,,
20130325:1556,184.09,21.79,1.44,7.52,0,,,,,,
20130325:1656,54.14,13.11,0.95,7.22,0,,,,,,
20130325:1756,17.13,3.94,0.45,6.93,0,,,,,,
20130325:1856,0,0,-0.04,6.63,0,,,,,,
20130325:1956,0,0,-0.41,6.37,0,,,,,,
20130325:2056,0,0,-0.78,6.11,0,,,,,,
20130325:2156,0,0,-1.15,5.85,0,,,,,,
20130325:2256,0,0,-0.92,5.74,0,,,,,,
20130325:2356,0,0,-0.69,5.63,0,,,,,,
20130326:0056,0,0,-0.47,5.52,0,,,,,,
20130326:0156,0,0,-0.95,5.35,0,,,,,,
20130326:0256,0,0,-1.44,5.19,0,,,,,,
20130326:0356,0,0,-1.92,5.02,0,,,,,,
20130326:0456,0,0,-2.24,5.05,0,,,,,,
20130326:0556,0,0,-2.57,5.09,0,,,,,,
20130326:0656,86.5,8.54,-2.89,5.12,0,,,,,,
20130326:0756,169.29,17.55,-2.16,5.86,0,,,,,,
20130326:0856,130.63,25.85,-1.42,6.6,0,,,,,,
20130326:0956,172.98,32.88,-0.69,7.34,0,,,,,,
20130326:1056,203.14,37.94,-0.23,6.87,0,,,,,,
20130326:1156,245.07,40.31,0.23,6.41,0,,,,,,
20130326:1256,243.42,39.57,0.69,5.94,0,,,,,,
20130326:1356,230.82,35.86,0.98,5.94,0,,,,,,
20130326:1456,264.07,29.78,1.28,5.93,0,,,,,,
20130326:1556,173.05,22.07,1.57,5.92,0,,,,,,
20130326:1656,128.29,13.38,1.09,5.57,0,,,,,,
20130326:1756,27.02,4.2,0.6,5.22,0,,,,,,
20130326:1856,0,0,0.11,4.87,0,,,,,,
20130326:1956,0,0,-0.29,4.59,0,,,,,,
20130326:2056,0,0,-0.68,4.31,0,,,,,,
20130326:2156,0,0,-1.08,4.03,0,,,,,,
20130326:2256,0,0,-0.99,4.08,0,,,,,,
20130326:2356,0,0,-0.9,4.13,0,,,,,,
20130327:0056,0,0,-0.81,4.18,0,,,,,,
20130327:0156,0,0,-0.91,4.19,0,,,,,,
20130327:0256,0,0,-1.01,4.2,0,,,,,,
20130327:0356,0,0,-1.12,4.21,0,,,,,,
20130327:0456,0,0,-1.28,4.23,0,,,,,,
20130327:0556,0,-0.36,-1.44,4.26,0,,,,,,
20130327:0656,72.92,8.9,-1.6,4.29,0,,,,,,
20130327:0756,206.54,17.92,-0.93,4.94,0,,,,,,
20130327:0856,588.46,26.23,-0.25,5.59,0,,,,,,
20130327:0956,377.98,33.27,0.42,6.23,0,,,,,,
20130327:1056,312.62,38.34,0.97,5.77,0,,,,,,
20130327:1156,198.55,40.71,1.52,5.3,0,,,,,,
20130327:1256,243.88,39.95,2.07,4.83,0,,,,,,
20130327:1356,201.43,36.2,2.27,4.78,0,,,,,,
20130327:1456,296.41,30.09,2.47,4.74,0,,,,,,
20130327:1556,250.66,22.35,2.67,4.69,0,,,,,,
20130327:1656,113.6,13.64,2.14,4.53,0,,,,,,
20130327:1756,30.5,4.46,1.6,4.37,0,,,,,,
20130327:1856,0,0,1.07,4.21,0,,,,,,
20130327:1956,0,0,0.12,3.91,0,,,,,,
20130327:2056,0,0,-0.83,3.61,0,,,,,,
20130327:2156,0,0,-1.78,3.31,0,,,,,,
20130327:2256,0,0,-2.11,3.2,0,,,,,,
20130327:2356,0,0,-2.44,3.08,0,,,,,,
20130328:0056,0,0,-2.77,2.97,0,,,,,,
20130328:0156,0,0,-2.92,3.2,0,,,,,,
20130328:0256,0,0,-3.07,3.43,0,,,,,,
20130328:0356,0,0,-3.22,3.67,0,,,,,,
20130328:0456,0,0,-3.1,3.63,0,,,,,,
20130328:0556,0,0,-2.98,3.6,0,,,,,,
20130328:0656,159.6,9.26,-2.86,3.56,0,,,,,,
20130328:0756,380.92,18.28,-1.61,4.23,0,,,,,,
20130328:0856,592.46,26.6,-0.37,4.9,0,,,,,,
20130328:0956,508.1,33.66,0.88,5.57,0,,,,,,
20130328:1056,298.38,38.74,1.57,5.61,0,,,,,,
20130328:1156,279.03,41.1,2.27,5.65,0,,,,,,
20130328:1256,201.29,40.32,2.96,5.68,0,,,,,,
20130328:1356,183.32,36.54,3.05,5.23,0,,,,,,
20130328:1456,145.55,30.4,3.14,4.77,0,,,,,,
20130328:1556,116.32,22.64,3.23,4.32,0,,,,,,
20130328:1656,66.08,13.91,2.45,3.93,0,,,,,,
20130328:1756,29.59,4.72,1.66,3.54,0,,,,,,
20130328:1856,0,0,0.88,3.16,0,,,,,,
20130328:1956,0,0,-0.5,3.5,0,,,,,,
20130328:2056,0,0,-1.89,3.84,0,,,,,,
20130328:2156,0,0,-3.27,4.18,0,,,,,,
20130328:2256,0,0,-3.74,3.92,0,,,,,,
20130328:2356,0,0,-4.21,3.66,0,,,,,,
20130329:0056,0,0,-4.68,3.39,0,,,,,,
20130329:0156,0,0,-4.71,3.2,0,,,,,,
20130329:0256,0,0,-4.73,3.01,0,,,,,,
20130329:0356,0,0,-4.75,2.81,0,,,,,,
20130329:0456,0,0,-5.02,2.85,0,,,,,,
20130329:0556,1.71,0.35,-5.3,2.88,0,,,,,,
20130329:0656,73.13,9.62,-5.57,2.91,0,,,,,,
20130329:0756,162.41,18.64,-3.76,3.98,0,,,,,,
20130329:0856,199.94,26.98,-1.96,5.05,0,,,,,,
20130329:0956,781.82,34.05,-0.15,6.12,0,,,,,,
20130329:1056,470.01,39.14,0.85,5.9,0,,,,,,
20130329:1156,266.83,41.5,1.84,5.68,0,,,,,,
20130329:1256,260.13,40.69,2.84,5.46,0,,,,,,
20130329:1356,385.05,36.88,3.36,5.43,0,,,,,,
20130329:1456,229.84,30.7,3.88,5.41,0,,,,,,
20130329:1556,226.07,22.92,4.39,5.38,0,,,,,,
20130329:1656,133.92,14.17,3.66,5.31,0,,,,,,
20130329:1756,25.72,4.97,2.92,5.23,0,,,,,,
20130329:1856,0,0,2.19,5.16,0,,,,,,
20130329:1956,0,0,0.94,4.64,0,,,,,,
20130329:2056,0,0,-0.32,4.12,0,,,,,,
20130329:2156,0,0,-1.57,3.6,0,,,,,,
20130329:2256,0,0,-1.99,3.4,0,,,,,,
20130329:2356,0,0,-2.41,3.2,0,,,,,,
20130330:0056,0,0,-2.84,3.01,0,,,,,,
20130330:0156,0,0,-3.26,3.16,0,,,,,,
20130330:0256,0,0,-3.69,3.31,0,,,,,,
20130330:0356,0,0,-4.12,3.46,0,,,,,,
20130330:0456,0,0,-4.2,3.48,0,,,,,,
20130330:0556,0.43,0.71,-4.28,3.5,0,,,,,,
20130330:0656,101.96,9.97,-4.36,3.52,0,,,,,,
20130330:0756,330.28,19,-2.78,4.31,0,,,,,,
20130330:0856,451.47,27.35,-1.2,5.1,0,,,,,,
20130330:0956,510.58,34.44,0.38,5.89,0,,,,,,
20130330:1056,246.5,39.53,1.3,5.58,0,,,,,,
20130330:1156,286.39,41.89,2.22,5.26,0,,,,,,
20130330:1256,263.96,41.06,3.14,4.95,0,,,,,,
20130330:1356,794.87,37.22,3.64,5.01,0,,,,,,
20130330:1456,247.6,31.01,4.15,5.06,0,,,,,,
20130330:1556,160.22,23.19,4.65,5.12,0,,,,,,
20130330:1656,112.74,14.43,4.06,4.69,0,,,,,,
20130330:1756,41.01,5.23,3.47,4.25,0,,,,,,
20130330:1856,0,0,2.88,3.82,0,,,,,,
20130330:1956,0,0,1.77,3.49,0,,,,,,
20130330:2056,0,0,0.65,3.17,0,,,,,,
20130330:2156,0,0,-0.46,2.84,0,,,,,,
20130330:2256,0,0,-1.32,2.79,0,,,,,,
20130330:2356,0,0,-2.18,2.74,0,,,,,,
20130331:0056,0,0,-3.05,2.69,0,,,,,,
20130331:0156,0,0,-3.68,2.42,0,,,,,,
20130331:0256,0,0,-4.32,2.15,0,,,,,,
20130331:0356,0,0,-4.96,1.88,0,,,,,,
20130331:0456,0,0,-5.24,1.91,0,,,,,,
20130331:0556,5.97,1.06,-5.52,1.95,0,,,,,,
20130331:0656,182.21,10.33,-5.8,1.99,0,,,,,,
20130331:0756,405.42,19.36,-3.81,2.69,0,,,,,,
20130331:0856,618.45,27.72,-1.83,3.39,0,,,,,,
20130331:0956,523.82,34.82,0.16,4.1,0,,,,,,
20130331:1056,612.44,39.93,1.18,4,0,,,,,,
20130331:1156,828.59,42.28,2.19,3.91,0,,,,,,
20130331:1256,382.27,41.44,3.21,3.82,0,,,,,,
20130331:1356,362,37.56,3.7,4.02,0,,,,,,
20130331:1456,262.92,31.31,4.19,4.22,0,,,,,,
20130331:1556,252.72,23.47,4.67,4.41,0,,,,,,
20130331:1656,220.35,14.69,4,3.95,0,,,,,,
20130331:1756,42.85,5.48,3.33,3.49,0,,,,,,
20130331:1856,0,0,2.66,3.02,0,,,,,,
20130331:1956,0,0,1.4,3.09,0,,,,,,
20130331:2056,0,0,0.14,3.17,0,,,,,,
20130331:2156,0,0,-1.12,3.24,0,,,,,,
20130331:2256,0,0,-1.37,3.52,0,,,,,,
20130331:2356,0,0,-1.62,3.8,0,,,,,,
20130401:0056,0,0,-1.88,4.08,0,,,,,,
20130401:0156,0,0,-2.12,4.08,0,,,,,,
20130401:0256,0,0,-2.37,4.07,0,,,,,,
20130401:0356,0,0,-2.62,4.07,0,,,,,,
20130401:0456,0,0,-2.61,4.24,0,,,,,,
20130401:0556,2.65,1.42,-2.6,4.42,0,,,,,,
20130401:0656,38.46,10.68,-2.59,4.59,0,,,,,,
20130401:0756,129.34,19.72,-1.29,5.84,0,,,,,,
20130401:0856,131.1,28.09,0,7.09,0,,,,,,
20130401:0956,147.08,35.21,1.3,8.33,0,,,,,,
20130401:1056,193.48,40.32,2.18,7.93,0,,,,,,
20130401:1156,168.01,42.67,3.05,7.52,0,,,,,,
20130401:1256,236.65,41.8,3.93,7.12,0,,,,,,
20130401:1356,305.47,37.89,4.11,7.16,0,,,,,,
20130401:1456,294.29,31.61,4.28,7.21,0,,,,,,
20130401:1556,352.61,23.75,4.45,7.26,0,,,,,,
20130401:1656,230.77,14.95,3.81,6.79,0,,,,,,
20130401:1756,52.66,5.74,3.17,6.33,0,,,,,,
20130401:1856,0,0,2.53,5.86,0,,,,,,
20130401:1956,0,0,1.62,5.63,0,,,,,,
20130401:2056,0,0,0.71,5.4,0,,,,,,
20130401:2156,0,0,-0.21,5.17,0,,,,,,
20130401:2256,0,0,-0.51,5.09,0,,,,,,
20130401:2356,0,0,-0.82,5.02,0,,,,,,
20130402:0056,0,0,-1.12,4.94,0,,,,,,
20130402:0156,0,0,-1.53,4.86,0,,,,,,
20130402:0256,0,0,-1.94,4.78,0,,,,,,
20130402:0356,0,0,-2.34,4.7,0,,,,,,
20130402:0456,0,0,-2.34,4.57,0,,,,,,
20130402:0556,10.95,1.77,-2.33,4.45,0,,,,,,
20130402:0656,202.82,11.03,-2.33,4.32,0,,,,,,
20130402:0756,431.77,20.08,-0.8,4.75,0,,,,,,
20130402:0856,646.83,28.46,0.72,5.19,0,,,,,,
20130402:0956,820.36,35.59,2.25,5.63,0,,,,,,
20130402:1056,929.23,40.72,3.37,5.97,0,,,,,,
20130402:1156,973.4,43.06,4.48,6.32,0,,,,,,
20130402:1256,944.11,42.17,5.6,6.66,0,,,,,,
20130402:1356,844.23,38.23,5.74,6.4,0,,,,,,
20130402:1456,683.6,31.91,5.87,6.15,0,,,,,,
20130402:1556,478.86,24.02,6,5.89,0,,,,,,
20130402:1656,254.89,15.21,5.1,5.47,0,,,,,,
20130402:1756,55.95,5.99,4.2,5.05,0,,,,,,
20130402:1856,0,0,3.3,4.63,0,,,,,,
20130402:1956,0,0,2.16,4.6,0,,,,,,
20130402:2056,0,0,1.03,4.57,0,,,,,,
20130402:2156,0,0,-0.11,4.54,0,,,,,,
20130402:2256,0,0,-0.54,4.35,0,,,,,,
20130402:2356,0,0,-0.96,4.17,0,,,,,,
20130403:0056,0,0,-1.39,3.99,0,,,,,,
20130403:0156,0,0,-1.69,4.07,0,,,,,,
20130403:0256,0,0,-1.98,4.16,0,,,,,,
20130403:0356,0,0,-2.27,4.25,0,,,,,,
20130403:0456,0,0,-2.15,4.46,0,,,,,,
20130403:0556,13.6,2.12,-2.02,4.66,0,,,,,,
20130403:0656,206.94,11.38,-1.9,4.87,0,,,,,,
20130403:0756,355.17,20.44,-0.48,5.85,0,,,,,,
20130403:0856,390.59,28.83,0.95,6.84,0,,,,,,
20130403:0956,639.64,35.97,2.37,7.82,0,,,,,,
20130403:1056,718.52,41.11,3.2,8.06,0,,,,,,
20130403:1156,658.83,43.45,4.04,8.31,0,,,,,,
20130403:1256,946.12,42.54,4.87,8.55,0,,,,,,
20130403:1356,845.59,38.56,4.97,8.55,0,,,,,,
20130403:1456,678.49,32.21,5.07,8.55,0,,,,,,
