"Latitude (decimal degrees):	51.790",,,,,,,,Date (ignore the year),Averaged G_i (W/m^2)
20151214:1856,0,0,7.13,4.03,0,,,20151215:0256,0
20151214:1956,0,0,7.25,3.74,0,,,20151215:0356,0
20151214:2056,0,0,7.38,3.46,0,,,20151215:0456,0
20151214:2156,0,0,7.51,3.17,0,,,20151215:0556,0
20151214:2256,0,0,7.65,3.07,0,,,20151215:0656,0
20151214:2356,0,0,7.8,2.97,0,,,20151215:0756,0
20151215:0056,0,0,7.95,2.87,0,,,20151215:0856,36.53
20151215:0156,0,0,7.95,2.85,0,,,20151215:0956,25.905
20151215:0256,0,0,7.94,2.82,0,,,20151215:1056,40.975
20151215:0356,0,0,7.94,2.8,0,,,20151215:1156,46.355
20151215:0456,0,0,7.9,2.58,0,,,20151215:1256,46.21
20151215:0556,0,0,7.87,2.37,0,,,20151215:1356,20.51
20151215:0656,0,0,7.84,2.15,0,,,20151215:1456,82.8
20151215:0756,0,0,8.09,2.52,0,,,20151215:1556,0
20151215:0856,55.23,4.74,8.34,2.9,0,,,20151215:1656,0
20151215:0956,14.01,10.11,8.6,3.27,0,,,20151215:1756,0
20151215:1056,75.08,13.61,9.17,3.86,0,,,20151215:1856,0
20151215:1156,84.16,14.94,9.74,4.46,0,,,20151215:1956,0
20151215:1256,9.41,13.98,10.31,5.05,0,,,20151215:2056,0
20151215:1356,5,10.83,10.39,4.88,0,,,20151215:2156,0
20151215:1456,117.89,5.75,10.47,4.72,0,,,20151215:2256,0
20151215:1556,0,0,10.55,4.55,0,,,20151215:2356,0
20151215:1656,0,0,10.6,4.8,0,,,20151216:0056,0
20151215:1756,0,0,10.66,5.05,0,,,20151216:0156,0
20151215:1856,0,0,10.72,5.3,0,,,20151216:0256,0
20151215:1956,0,0,11.11,5.01,0,,,20151216:0356,0
20151215:2056,0,0,11.5,4.73,0,,,20151216:0456,0
20151215:2156,0,0,11.89,4.44,0,,,20151216:0556,0
20151215:2256,0,0,12.05,4.8,0,,,20151216:0656,0
20151215:2356,0,0,12.22,5.16,0,,,20151216:0756,0
20151216:0056,0,0,12.39,5.52,0,,,20151216:0856,105.545
20151216:0156,0,0,12.1,5.97,0,,,20151216:0956,85.385
20151216:0256,0,0,11.81,6.42,0,,,20151216:1056,72.12
20151216:0356,0,0,11.52,6.87,0,,,20151216:1156,25.995
20151216:0456,0,0,11.4,6.76,0,,,20151216:1256,143.795
20151216:0556,0,0,11.29,6.66,0,,,20151216:1356,47.605
20151216:0656,0,0,11.18,6.55,0,,,20151216:1456,96.505
20151216:0756,0,0,11.23,6.86,0,,,20151216:1556,0
20151216:0856,55.11,4.65,11.3,7.17,0,,,20151216:1656,0
20151216:0956,102.58,10.03,11.36,7.48,0,,,20151216:1756,0
20151216:1056,80.2,13.54,11.67,6.99,0,,,20151216:1856,0
20151216:1156,7.78,14.89,11.98,6.5,0,,,20151216:1956,0
20151216:1256,50.44,13.95,12.3,6.01,0,,,20151216:2056,0
20151216:1356,20.69,10.81,12.33,5.71,0,,,20151216:2156,0
20151216:1456,17.46,5.75,12.36,5.4,0,,,20151216:2256,0
20151216:1556,0,0,12.39,5.09,0,,,20151216:2356,0
20151216:1656,0,0,12.19,5.2,0,,,20151217:0056,0
20151216:1756,0,0,11.99,5.31,0,,,20151217:0156,0
20151216:1856,0,0,11.79,5.42,0,,,20151217:0256,0
20151216:1956,0,0,11.88,5.23,0,,,20151217:0356,0
20151216:2056,0,0,11.98,5.03,0,,,20151217:0456,0
20151216:2156,0,0,12.07,4.84,0,,,20151217:0556,0
20151216:2256,0,0,12.22,5.25,0,,,20151217:0656,0
20151216:2356,0,0,12.36,5.65,0,,,20151217:0756,0
20151217:0056,0,0,12.5,6.06,0,,,20151217:0856,115.405
20151217:0156,0,0,12.09,6.41,0,,,20151217:0956,289.855
20151217:0256,0,0,11.67,6.77,0,,,20151217:1056,72.86
20151217:0356,0,0,11.26,7.13,0,,,20151217:1156,75.31
20151217:0456,0,0,11.37,7.13,0,,,20151217:1256,56.495
20151217:0556,0,0,11.48,7.13,0,,,20151217:1356,42.83
20151217:0656,0,0,11.6,7.13,0,,,20151217:1456,15.93
20151217:0756,0,0,11.91,7.26,0,,,20151217:1556,0
20151217:0856,192.87,4.57,12.23,7.4,0,,,20151217:1656,0
20151217:0956,209.2,9.96,12.56,7.53,0,,,20151217:1756,0
20151217:1056,38.11,13.48,12.77,7.37,0,,,20151217:1856,0
20151217:1156,67.59,14.85,12.99,7.21,0,,,20151217:1956,0
20151217:1256,24.24,13.93,13.21,7.05,0,,,20151217:2056,0
20151217:1356,77.34,10.81,13.2,6.87,0,,,20151217:2156,0
20151217:1456,2.59,5.76,13.19,6.69,0,,,20151217:2256,0
20151217:1556,0,0,13.19,6.51,0,,,20151217:2356,0
20151217:1656,0,0,12.71,6.23,0,,,20151218:0056,0
20151217:1756,0,0,12.23,5.94,0,,,20151218:0156,0
20151217:1856,0,0,11.75,5.66,0,,,20151218:0256,0
20151217:1956,0,0,11.36,5.45,0,,,20151218:0356,0
20151217:2056,0,0,10.98,5.25,0,,,20151218:0456,0
20151217:2156,0,0,10.6,5.05,0,,,20151218:0556,0
20151217:2256,0,0,10.59,5.02,0,,,20151218:0656,0
20151217:2356,0,0,10.59,4.98,0,,,20151218:0756,0
20151218:0056,0,0,10.59,4.95,0,,,20151218:0856,53.415
20151218:0156,0,0,10.57,4.89,0,,,20151218:0956,60.3
20151218:0256,0,0,10.55,4.83,0,,,20151218:1056,63.065
20151218:0356,0,0,10.53,4.77,0,,,20151218:1156,76.9
20151218:0456,0,0,10.45,4.71,0,,,20151218:1256,91.29
20151218:0556,0,0,10.38,4.65,0,,,20151218:1356,66.9
20151218:0656,0,0,10.31,4.59,0,,,20151218:1456,13.84
20151218:0756,0,0,10.28,4.63,0,,,20151218:1556,0
20151218:0856,28.81,4.49,10.27,4.68,0,,,20151218:1656,0
20151218:0956,66.6,9.89,10.24,4.72,0,,,20151218:1756,0
20151218:1056,51.12,13.43,10.56,4.95,0,,,20151218:1856,0
20151218:1156,82.5,14.81,10.88,5.18,0,,,20151218:1956,0
20151218:1256,73.35,13.91,11.2,5.41,0,,,20151218:2056,0
20151218:1356,30.65,10.81,11.14,5.34,0,,,20151218:2156,0
20151218:1456,2.59,5.77,11.08,5.28,0,,,20151218:2256,0
20151218:1556,0,0,11.03,5.21,0,,,20151218:2356,0
20151218:1656,0,0,10.78,5.61,0,,,20151219:0056,0
20151218:1756,0,0,10.53,6.01,0,,,20151219:0156,0
20151218:1856,0,0,10.28,6.41,0,,,20151219:0256,0
20151218:1956,0,0,10.43,6.25,0,,,20151219:0356,0
20151218:2056,0,0,10.58,6.08,0,,,20151219:0456,0
20151218:2156,0,0,10.73,5.92,0,,,20151219:0556,0
20151218:2256,0,0,11.16,6.23,0,,,20151219:0656,0
20151218:2356,0,0,11.58,6.53,0,,,20151219:0756,0
20151219:0056,0,0,12,6.84,0,,,20151219:0856,104.705
20151219:0156,0,0,12.17,7.09,0,,,20151219:0956,129.75
20151219:0256,0,0,12.35,7.33,0,,,20151219:1056,35.61
20151219:0356,0,0,12.52,7.57,0,,,20151219:1156,107.64
20151219:0456,0,0,12.66,7.51,0,,,20151219:1256,80.61
20151219:0556,0,0,12.8,7.44,0,,,20151219:1356,81.565
20151219:0656,0,0,12.94,7.38,0,,,20151219:1456,17.115
20151219:0756,0,0,13.02,7.51,0,,,20151219:1556,0
20151219:0856,148.63,4.42,13.1,7.65,0,,,20151219:1656,0
20151219:0956,104.36,9.83,13.18,7.78,0,,,20151219:1756,0
20151219:1056,23.19,13.38,13.43,7.71,0,,,20151219:1856,0
20151219:1156,177.85,14.78,13.68,7.64,0,,,20151219:1956,0
20151219:1256,123.11,13.9,13.94,7.57,0,,,20151219:2056,0
20151219:1356,66.13,10.81,13.72,7.79,0,,,20151219:2156,0
20151219:1456,15.83,5.79,13.5,8,0,,,20151219:2256,0
20151219:1556,0,0,13.29,8.22,0,,,20151219:2356,0
20151219:1656,0,0,13.19,8.36,0,,,20151220:0056,0
20151219:1756,0,0,13.09,8.5,0,,,20151220:0156,0
20151219:1856,0,0,12.99,8.63,0,,,20151220:0256,0
20151219:1956,0,0,12.9,8.27,0,,,20151220:0356,0
20151219:2056,0,0,12.82,7.91,0,,,20151220:0456,0
20151219:2156,0,0,12.73,7.54,0,,,20151220:0556,0
20151219:2256,0,0,12.87,8.11,0,,,20151220:0656,0
20151219:2356,0,0,13,8.67,0,,,20151220:0756,0
20151220:0056,0,0,13.13,9.23,0,,,20151220:0856,195.605
20151220:0156,0,0,12.77,9.2,0,,,20151220:0956,340.125
20151220:0256,0,0,12.41,9.16,0,,,20151220:1056,282.66
20151220:0356,0,0,12.05,9.13,0,,,20151220:1156,369.425
20151220:0456,0,0,11.47,8.26,0,,,20151220:1256,277.74
20151220:0556,0,0,10.89,7.39,0,,,20151220:1356,219.715
20151220:0656,0,0,10.31,6.52,0,,,20151220:1456,134.95
20151220:0756,0,0,10.01,6.12,0,,,20151220:1556,0
20151220:0856,239.42,4.35,9.71,5.71,0,,,20151220:1656,0
20151220:0956,293.5,9.78,9.4,5.31,0,,,20151220:1756,0
20151220:1056,42.07,13.35,9.69,5.27,0,,,20151220:1856,0
20151220:1156,169.32,14.76,9.97,5.24,0,,,20151220:1956,0
20151220:1256,406.13,13.9,10.26,5.2,0,,,20151220:2056,0
20151220:1356,123.04,10.83,9.91,5.69,0,,,20151220:2156,0
20151220:1456,70.19,5.82,9.56,6.17,0,,,20151220:2256,0
20151220:1556,0,0,9.22,6.66,0,,,20151220:2356,0
20151220:1656,0,0,8.69,6.35,0,,,20151221:0056,0
20151220:1756,0,0,8.17,6.05,0,,,20151221:0156,0
20151220:1856,0,0,7.65,5.74,0,,,20151221:0256,0
20151220:1956,0,0,7.46,5.8,0,,,20151221:0356,0
20151220:2056,0,0,7.27,5.86,0,,,20151221:0456,0
20151220:2156,0,0,7.09,5.92,0,,,20151221:0556,0
20151220:2256,0,0,7.11,5.78,0,,,20151221:0656,0
20151220:2356,0,0,7.13,5.64,0,,,20151221:0756,0
20151221:0056,0,0,7.15,5.5,0,,,20151221:0856,60.03
20151221:0156,0,0,6.91,5.32,0,,,20151221:0956,99.135
20151221:0256,0,0,6.68,5.14,0,,,20151221:1056,72.665
20151221:0356,0,0,6.44,4.97,0,,,20151221:1156,120
20151221:0456,0,0,6.27,4.99,0,,,20151221:1256,43.56
20151221:0556,0,0,6.1,5.01,0,,,20151221:1356,102.23
20151221:0656,0,0,5.93,5.03,0,,,20151221:1456,104.775
20151221:0756,0,0,6.13,5.43,0,,,20151221:1556,0
20151221:0856,56.24,4.3,6.33,5.83,0,,,20151221:1656,0
20151221:0956,82.97,9.73,6.53,6.22,0,,,20151221:1756,0
20151221:1056,46.62,13.32,7.55,7.7,0,,,20151221:1856,0
20151221:1156,120.47,14.75,8.56,9.18,0,,,20151221:1956,0
20151221:1256,20.15,13.9,9.57,10.66,0,,,20151221:2056,0
20151221:1356,117.02,10.85,10.06,10.41,0,,,20151221:2156,0
20151221:1456,182.86,5.86,10.55,10.16,0,,,20151221:2256,0
20151221:1556,0,0,11.05,9.9,0,,,20151221:2356,0
20151221:1656,0,0,10.12,8.55,0,,,20151222:0056,0
20151221:1756,0,0,9.19,7.19,0,,,20151222:0156,0
20151221:1856,0,0,8.27,5.83,0,,,20151222:0256,0
20151221:1956,0,0,7.59,5.45,0,,,20151222:0356,0
20151221:2056,0,0,6.91,5.07,0,,,20151222:0456,0
20151221:2156,0,0,6.22,4.69,0,,,20151222:0556,0
20151221:2256,0,0,6.68,4.92,0,,,20151222:0656,0
20151221:2356,0,0,7.14,5.16,0,,,20151222:0756,0
20151222:0056,0,0,7.6,5.39,0,,,20151222:0856,120.175
20151222:0156,0,0,8.85,6.28,0,,,20151222:0956,279.895
20151222:0256,0,0,10.1,7.16,0,,,20151222:1056,425.78
20151222:0356,0,0,11.35,8.04,0,,,20151222:1156,415.3
20151222:0456,0,0,11.35,8.92,0,,,20151222:1256,226.655
20151222:0556,0,0,11.35,9.8,0,,,20151222:1356,250.985
20151222:0656,0,0,11.35,10.68,0,,,20151222:1456,27.285
20151222:0756,0,0,11.3,10.41,0,,,20151222:1556,0
20151222:0856,87.26,4.25,11.26,10.15,0,,,20151222:1656,0
20151222:0956,284.75,9.69,11.22,9.89,0,,,20151222:1756,0
20151222:1056,331.73,13.29,11.41,10.13,0,,,20151222:1856,0
20151222:1156,263.03,14.75,11.6,10.37,0,,,20151222:1956,0
20151222:1256,25.2,13.92,11.8,10.61,0,,,20151222:2056,0
20151222:1356,111.19,10.88,11.78,10.24,0,,,20151222:2156,0
20151222:1456,16.1,5.9,11.77,9.87,0,,,20151222:2256,0
20151222:1556,0,0,11.76,9.5,0,,,20151222:2356,0
20151222:1656,0,0,11.6,9.27,0,,,20151223:0056,0
20151222:1756,0,0,11.44,9.03,0,,,20151223:0156,0
20151222:1856,0,0,11.29,8.8,0,,,20151223:0256,0
20151222:1956,0,0,10.81,7.88,0,,,20151223:0356,0
20151222:2056,0,0,10.34,6.97,0,,,20151223:0456,0
20151222:2156,0,0,9.86,6.06,0,,,20151223:0556,0
20151222:2256,0,0,9.36,6.24,0,,,20151223:0656,0
20151222:2356,0,0,8.85,6.43,0,,,20151223:0756,0
20151223:0056,0,0,8.34,6.62,0,,,20151223:0856,86.555
20151223:0156,0,0,8.09,7.2,0,,,20151223:0956,243.645
20151223:0256,0,0,7.84,7.79,0,,,20151223:1056,247.25
20151223:0356,0,0,7.6,8.37,0,,,20151223:1156,297.62
20151223:0456,0,0,7.37,8.38,0,,,20151223:1256,266.21
20151223:0556,0,0,7.14,8.38,0,,,20151223:1356,108.905
20151223:0656,0,0,6.91,8.39,0,,,20151223:1456,112.36
20151223:0756,0,0,6.66,7.77,0,,,20151223:1556,0
20151223:0856,145.04,4.2,6.41,7.14,0,,,20151223:1656,0
20151223:0956,380.9,9.66,6.16,6.52,0,,,20151223:1756,0
20151223:1056,406.66,13.28,7.03,6.16,0,,,20151223:1856,0
20151223:1156,557.36,14.75,7.9,5.79,0,,,20151223:1956,0
20151223:1256,517.5,13.94,8.77,5.42,0,,,20151223:2056,0
20151223:1356,136,10.92,8.77,5.46,0,,,20151223:2156,0
20151223:1456,193.74,5.96,8.78,5.49,0,,,20151223:2256,0
20151223:1556,0,0,8.79,5.53,0,,,20151223:2356,0
20151223:1656,0,0,8.51,5.63,0,,,20151224:0056,0
20151223:1756,0,0,8.24,5.73,0,,,20151224:0156,0
20151223:1856,0,0,7.97,5.83,0,,,20151224:0256,0
20151223:1956,0,0,8.03,5.96,0,,,20151224:0356,0
20151223:2056,0,0,8.1,6.08,0,,,20151224:0456,0
20151223:2156,0,0,8.16,6.21,0,,,20151224:0556,0
20151223:2256,0,0,8.38,6.73,0,,,20151224:0656,0
20151223:2356,0,0,8.6,7.26,0,,,20151224:0756,0
20151224:0056,0,0,8.82,7.78,0,,,20151224:0856,33.205
20151224:0156,0,0,8.79,8.07,0,,,20151224:0956,51.275
20151224:0256,0,0,8.77,8.36,0,,,20151224:1056,109.42
20151224:0356,0,0,8.74,8.65,0,,,20151224:1156,172.465
20151224:0456,0,0,8.89,8.74,0,,,20151224:1256,291.64
20151224:0556,0,0,9.04,8.83,0,,,20151224:1356,194.67
20151224:0656,0,0,9.19,8.92,0,,,20151224:1456,164.67
20151224:0756,0,0,9.39,9.1,0,,,20151224:1556,0
20151224:0856,1.96,4.17,9.58,9.28,0,,,20151224:1656,0
20151224:0956,19.69,9.64,9.77,9.46,0,,,20151224:1756,0
20151224:1056,14.96,13.27,9.18,8.83,0,,,20151224:1856,0
20151224:1156,244.3,14.76,8.59,8.2,0,,,20151224:1956,0
20151224:1256,511.16,13.97,8,7.57,0,,,20151224:2056,0
20151224:1356,318.63,10.96,7.53,7.71,0,,,20151224:2156,0
20151224:1456,205.15,6.01,7.06,7.84,0,,,20151224:2256,0
20151224:1556,0,0,6.59,7.97,0,,,20151224:2356,0
20151224:1656,0,0,6.02,7.43,0,,,20151225:0056,0
20151224:1756,0,0,5.46,6.88,0,,,20151225:0156,0
20151224:1856,0,0,4.9,6.33,0,,,20151225:0256,0
20151224:1956,0,0,4.69,6.14,0,,,20151225:0356,0
20151224:2056,0,0,4.48,5.95,0,,,20151225:0456,0
20151224:2156,0,0,4.26,5.77,0,,,20151225:0556,0
20151224:2256,0,0,4.28,5.36,0,,,20151225:0656,0
20151224:2356,0,0,4.29,4.95,0,,,20151225:0756,0
20151225:0056,0,0,4.31,4.54,0,,,20151225:0856,116.15
20151225:0156,0,0,4.31,4.19,0,,,20151225:0956,125.64
20151225:0256,0,0,4.3,3.84,0,,,20151225:1056,32.695
20151225:0356,0,0,4.3,3.49,0,,,20151225:1156,32.86
20151225:0456,0,0,4.71,3.39,0,,,20151225:1256,40.295
20151225:0556,0,0,5.12,3.3,0,,,20151225:1356,104.72
20151225:0656,0,0,5.53,3.2,0,,,20151225:1456,123.865
20151225:0756,0,0,5.84,3.65,0,,,20151225:1556,0
20151225:0856,111.1,4.14,6.16,4.09,0,,,20151225:1656,0
20151225:0956,144.88,9.62,6.47,4.54,0,,,20151225:1756,0
20151225:1056,6.69,13.27,7.2,5.27,0,,,20151225:1856,0
20151225:1156,7.73,14.78,7.93,6,0,,,20151225:1956,0
20151225:1256,39.7,14,8.66,6.73,0,,,20151225:2056,0
20151225:1356,21.65,11.02,9.7,7.45,0,,,20151225:2156,0
20151225:1456,49.24,6.08,10.74,8.17,0,,,20151225:2256,0
20151225:1556,0,0,11.79,8.88,0,,,20151225:2356,0
20151225:1656,0,0,11.74,9.01,0,,,20151226:0056,0
20151225:1756,0,0,11.7,9.14,0,,,20151226:0156,0
20151225:1856,0,0,11.66,9.27,0,,,20151226:0256,0
20151225:1956,0,0,11.64,9.18,0,,,20151226:0356,0
20151225:2056,0,0,11.62,9.08,0,,,20151226:0456,0
20151225:2156,0,0,11.6,8.99,0,,,20151226:0556,0
20151225:2256,0,0,11.76,9.1,0,,,20151226:0656,0
20151225:2356,0,0,11.91,9.21,0,,,20151226:0756,0
20151226:0056,0,0,12.07,9.32,0,,,20151226:0856,95.24
20151226:0156,0,0,11.85,9.3,0,,,20151226:0956,223.49
20151226:0256,0,0,11.63,9.27,0,,,20151226:1056,290.585
20151226:0356,0,0,11.41,9.24,0,,,20151226:1156,268.29
20151226:0456,0,0,11.23,9.12,0,,,20151226:1256,322.305
20151226:0556,0,0,11.05,9,0,,,20151226:1356,233.015
20151226:0656,0,0,10.88,8.88,0,,,20151226:1456,127.41
20151226:0756,0,0,10.99,8.75,0,,,20151226:1556,0
20151226:0856,36.84,4.11,11.1,8.62,0,,,20151226:1656,0
20151226:0956,49.18,9.62,11.22,8.48,0,,,20151226:1756,0
20151226:1056,39.43,13.28,11.52,8.61,0,,,20151226:1856,0
20151226:1156,42.34,14.81,11.83,8.73,0,,,20151226:1956,0
20151226:1256,89.55,14.05,12.14,8.86,0,,,20151226:2056,0
20151226:1356,35.57,11.08,12.19,9.08,0,,,20151226:2156,0
20151226:1456,25.89,6.15,12.25,9.31,0,,,20151226:2256,0
20151226:1556,0,0,12.31,9.53,0,,,20151226:2356,0
20151226:1656,0,0,12.02,9.55,0,,,20151227:0056,0
20151226:1756,0,0,11.73,9.58,0,,,20151227:0156,0
20151226:1856,0,0,11.44,9.6,0,,,20151227:0256,0
20151226:1956,0,0,11.48,9.65,0,,,20151227:0356,0
20151226:2056,0,0,11.53,9.69,0,,,20151227:0456,0
20151226:2156,0,0,11.57,9.74,0,,,20151227:0556,0
20151226:2256,0,0,11.86,9.6,0,,,20151227:0656,0
20151226:2356,0,0,12.14,9.45,0,,,20151227:0756,0
20151227:0056,0,0,12.43,9.31,0,,,20151227:0856,35.35
20151227:0156,0,0,12.3,9.26,0,,,20151227:0956,115.12
20151227:0256,0,0,12.16,9.22,0,,,20151227:1056,150.525
20151227:0356,0,0,12.03,9.17,0,,,20151227:1156,262.965
20151227:0456,0,0,11.89,8.47,0,,,20151227:1256,144.515
20151227:0556,0,0,11.75,7.77,0,,,20151227:1356,318.355
20151227:0656,0,0,11.6,7.08,0,,,20151227:1456,135.815
20151227:0756,0,0,11.55,5.75,0,,,20151227:1556,0
20151227:0856,1.91,4.1,11.48,4.42,0,,,20151227:1656,0
20151227:0956,4.41,9.62,11.43,3.09,0,,,20151227:1756,0
20151227:1056,6.64,13.3,11.71,3.2,0,,,20151227:1856,0
20151227:1156,69.7,14.84,12,3.31,0,,,20151227:1956,0
20151227:1256,7.14,14.1,12.29,3.42,0,,,20151227:2056,0
20151227:1356,291.43,11.14,12.55,4.27,0,,,20151227:2156,0
20151227:1456,6.59,6.23,12.82,5.11,0,,,20151227:2256,0
20151227:1556,0,0,13.09,5.96,0,,,20151227:2356,0
20151227:1656,0,0,12.82,5.44,0,,,20151228:0056,0
20151227:1756,0,0,12.56,4.93,0,,,20151228:0156,0
20151227:1856,0,0,12.3,4.41,0,,,20151228:0256,0
20151227:1956,0,0,11.76,4.34,0,,,20151228:0356,0
20151227:2056,0,0,11.22,4.27,0,,,20151228:0456,0
20151227:2156,0,0,10.69,4.19,0,,,20151228:0556,0
20151227:2256,0,0,10.36,4.09,0,,,20151228:0656,0
20151227:2356,0,0,10.03,3.99,0,,,20151228:0756,0
20151228:0056,0,0,9.7,3.89,0,,,20151228:0856,104.18
20151228:0156,0,0,9.29,4.13,0,,,20151228:0956,256.355
20151228:0256,0,0,8.89,4.37,0,,,20151228:1056,237.12
20151228:0356,0,0,8.48,4.61,0,,,20151228:1156,253.48
20151228:0456,0,0,8.18,5.15,0,,,20151228:1256,183.115
20151228:0556,0,0,7.88,5.7,0,,,20151228:1356,149.13
20151228:0656,0,0,7.57,6.25,0,,,20151228:1456,126.985
20151228:0756,0,0,7.51,6.24,0,,,20151228:1556,0
20151228:0856,63.09,4.09,7.43,6.24,0,,,20151228:1656,0
20151228:0956,124.59,9.62,7.37,6.23,0,,,20151228:1756,0
20151228:1056,145.63,13.32,8.1,6.14,0,,,20151228:1856,0
20151228:1156,63.49,14.88,8.84,6.05,0,,,20151228:1956,0
20151228:1256,46.57,14.16,9.58,5.96,0,,,20151228:2056,0
20151228:1356,47.39,11.22,9.76,6.06,0,,,20151228:2156,0
20151228:1456,25.47,6.31,9.94,6.16,0,,,20151228:2256,0
20151228:1556,0,0,10.12,6.26,0,,,20151228:2356,0
20151228:1656,0,0,9.79,6.27,0,,,20151229:0056,0
20151228:1756,0,0,9.46,6.27,0,,,20151229:0156,0
20151228:1856,0,0,9.14,6.28,0,,,20151229:0256,0
20151228:1956,0,0,9.6,6.55,0,,,20151229:0356,0
20151228:2056,0,0,10.06,6.82,0,,,20151229:0456,0
20151228:2156,0,0,10.52,7.09,0,,,20151229:0556,0
20151228:2256,0,0,10.53,6.91,0,,,20151229:0656,0
20151228:2356,0,0,10.53,6.74,0,,,20151229:0756,0
20151229:0056,0,0,10.53,6.57,0,,,20151229:0856,157.085
20151229:0156,0,0,10.29,6.59,0,,,20151229:0956,378.435
20151229:0256,0,0,10.06,6.62,0,,,20151229:1056,523.47
20151229:0356,0,0,9.82,6.65,0,,,20151229:1156,576.095
20151229:0456,0,0,9.37,6.06,0,,,20151229:1256,540.57
20151229:0556,0,0,8.92,5.47,0,,,20151229:1356,423.89
20151229:0656,0,0,8.48,4.88,0,,,20151229:1456,226.65
20151229:0756,0,0,8.11,4.67,0,,,20151229:1556,0
20151229:0856,167.69,4.09,7.76,4.45,0,,,20151229:1656,0
20151229:0956,366.59,9.64,7.39,4.23,0,,,20151229:1756,0
20151229:1056,510.12,13.35,8.05,4.2,0,,,20151229:1856,0
20151229:1156,562.02,14.93,8.7,4.16,0,,,20151229:1956,0
20151229:1256,526.52,14.22,9.36,4.12,0,,,20151229:2056,0
20151229:1356,411.43,11.3,9.42,4.38,0,,,20151229:2156,0
20151229:1456,215.8,6.41,9.48,4.64,0,,,20151229:2256,0
20151229:1556,0,0,9.55,4.9,0,,,20151229:2356,0
20151229:1656,0,0,8.92,5.42,0,,,20151230:0056,0
20151229:1756,0,0,8.29,5.94,0,,,20151230:0156,0
20151229:1856,0,0,7.67,6.46,0,,,20151230:0256,0
20151229:1956,0,0,8.08,7.05,0,,,20151230:0356,0
20151229:2056,0,0,8.49,7.65,0,,,20151230:0456,0
20151229:2156,0,0,8.9,8.25,0,,,20151230:0556,0
20151229:2256,0,0,9.39,8.55,0,,,20151230:0656,0
20151229:2356,0,0,9.88,8.86,0,,,20151230:0756,0
20151230:0056,0,0,10.38,9.16,0,,,20151230:0856,68.86
20151230:0156,0,0,10.75,9.6,0,,,20151230:0956,212.035
20151230:0256,0,0,11.12,10.05,0,,,20151230:1056,76.635
20151230:0356,0,0,11.5,10.5,0,,,20151230:1156,290.755
20151230:0456,0,0,11.45,10.73,0,,,20151230:1256,285.155
20151230:0556,0,0,11.41,10.97,0,,,20151230:1356,55.47
20151230:0656,0,0,11.36,11.2,0,,,20151230:1456,120.775
20151230:0756,0,0,11.42,11.42,0,,,20151230:1556,0
20151230:0856,6.59,4.09,11.47,11.64,0,,,20151230:1656,0
20151230:0956,54.1,9.66,11.52,11.86,0,,,20151230:1756,0
20151230:1056,31.88,13.39,11.67,11.94,0,,,20151230:1856,0
20151230:1156,11.1,14.99,11.82,12.03,0,,,20151230:1956,0
20151230:1256,33.97,14.3,11.97,12.11,0,,,20151230:2056,0
20151230:1356,11.87,11.39,11.4,11.35,0,,,20151230:2156,0
20151230:1456,18.33,6.51,10.83,10.59,0,,,20151230:2256,0
20151230:1556,0,0,10.26,9.83,0,,,20151230:2356,0
20151230:1656,0,0,10.02,9.08,0,,,20151231:0056,0
20151230:1756,0,0,9.79,8.34,0,,,20151231:0156,0
20151230:1856,0,0,9.56,7.59,0,,,20151231:0256,0
20151230:1956,0,0,9.39,7.12,0,,,20151231:0356,0
20151230:2056,0,0,9.22,6.65,0,,,20151231:0456,0
20151230:2156,0,0,9.06,6.18,0,,,20151231:0556,0
20151230:2256,0,0,8.51,5.79,0,,,20151231:0656,0
20151230:2356,0,0,7.97,5.41,0,,,20151231:0756,0
20151231:0056,0,0,7.43,5.02,0,,,20151231:0856,137.81
20151231:0156,0,0,7.23,5.84,0,,,20151231:0956,222.3
20151231:0256,0,0,7.03,6.66,0,,,20151231:1056,309.78
20151231:0356,0,0,6.84,7.48,0,,,20151231:1156,325.8
20151231:0456,0,0,6.49,7.96,0,,,20151231:1256,311.595
20151231:0556,0,0,6.14,8.45,0,,,20151231:1356,101.85
20151231:0656,0,0,5.8,8.94,0,,,20151231:1456,118.985
20151231:0756,0,0,5.79,8.69,0,,,20151231:1556,0
20151231:0856,144.81,4.1,5.78,8.45,0,,,20151231:1656,0
20151231:0956,388.14,9.69,5.78,8.21,0,,,20151231:1756,0
20151231:1056,522.7,13.44,6.7,7.43,0,,,20151231:1856,0
20151231:1156,576.4,15.06,7.62,6.65,0,,,20151231:1956,0
20151231:1256,541.95,14.38,8.54,5.88,0,,,20151231:2056,0
20151231:1356,131.34,11.48,8.32,7.03,0,,,20151231:2156,0
20151231:1456,15.87,6.61,8.1,8.17,0,,,20151231:2256,0
20151231:1556,0,0,7.89,9.32,0,,,20151231:2356,0
20151231:1656,0,0,7.29,8.34,0,,,,
20151231:1756,0,0,6.69,7.36,0,,,,
20151231:1856,0,0,6.1,6.37,0,,,,
20151231:1956,0,0,5.47,6,0,,,,
20151231:2056,0,0,4.84,5.63,0,,,,
20151231:2156,0,0,4.22,5.26,0,,,,
20151231:2256,0,0,3.66,4.62,0,,,,
20151231:2356,0,0,3.11,3.98,0,,,,
20160101:0056,0,0,2.56,3.34,0,,,,
20160101:0156,0,0,1.79,2.91,0,,,,
